filename,width,height,class,xmin,ymin,xmax,ymax
0_INDIA-PAKISTAN-KASHMIR-UNREST.jpg,615,410,military truck,11,81,438,348
0b28dfae627833f2697dddd956d57558--panzer-iv-military-tank.jpg,235,179,military tank,18,26,221,121
0c1a3269dca7c2a3cddec316466b39a0.jpg,500,333,military helicopter,67,18,471,300
0de8a1c1ce19bc38c5c6b79aca6f074c.jpg,1024,683,civilian aircraft,52,90,954,506
0efe40e2a12d35b5801a0b236d486c58.jpg,550,550,military aircraft,4,48,549,496
0f0c81a7303883289bd9d0e9b468b834.jpg,2130,4780,military tank,261,485,2016,4543
0gDqyrWQxW1AT7h1x.jpg,1620,1034,military tank,312,315,1359,951
1(1).jpg,852,480,military tank,24,239,367,396
1(2).jpg,852,480,military truck,14,76,404,397
1(3).jpg,500,289,civilian aircraft,73,138,450,234
1(4).jpg,852,480,military helicopter,193,191,473,293
1-129.jpg,1200,628,military truck,14,80,594,288
1-288.jpg,660,440,military truck,95,92,608,365
1-620.jpg,660,440,military truck,48,121,654,396
1-72-Scale-F35-Military-Plane-Model.jpg,300,300,military aircraft,40,53,272,277
1-helicopter-1.jpg,550,254,military helicopter,25,45,409,233
1-image-Mi-26.jpg,600,400,military helicopter,82,87,552,330
1-lexus-ls500h-2018-rt-hero-front_0.jpg,900,596,civilian car,191,220,767,493
1.-turret-1024x836.jpg,1024,836,military tank,128,408,961,783
10(2).jpg,853,480,civilian aircraft,512,337,652,429
10-helicopter-top-view-silhouette-cover.jpg,1101,707,military helicopter,319,40,538,243
10-image-AW109-LUH.jpg,600,400,military helicopter,73,41,439,303
10.20BEML20Multipurpose20Military20vehicle.jpg,800,454,military truck,210,75,735,411
10.jpg,1480,468,civilian car,238,43,1221,396
100069_580x.jpg,580,579,military tank,31,94,569,481
100680-mahindraxuv300JPG.jpg,849,478,civilian car,5,87,724,453
1010-min.jpg,1384,968,military truck,47,251,1356,809
10164668929_1310550287_1024x1024.jpg,800,800,military tank,12,94,793,552
10195209t2.jpg,707,990,military tank,28,534,674,738
1024px-COMAC_C919_-_Commercial_Aircraft_Corporation_Of_China_AN4748979-820x394.jpg,820,394,civilian aircraft,37,97,787,267
1024px-Leo2pso_009.jpg,1024,768,military tank,47,151,1010,680
1024px-YF-23_top_view.jpg,780,622,military aircraft,59,83,689,461
10270691engGBterextrucksrigidhaulersthetr70andtr100arehelpingswecontoexpanditsmachinerangeinsweden-1680x600.jpg,1680,600,military truck,180,26,1421,580
103068869-car-top-view-vector.jpg,321,538,civilian car,34,11,296,529
10331_cc2400_001_PQ_F150_red_712x534._V292176538_.jpg,712,534,civilian car,31,156,687,372
103791628-GettyImages-546918386.jpg,1024,684,military aircraft,35,293,1021,549
103836446_India_jet_FOREIGN_trans_NvBQzQNjv4BqniLs_ck1w-iIu15kYzVq2UgFv3BvQ-SouwQ_s3X3IVI.jpg,2880,1800,military aircraft,114,123,2802,1674
1042600592.jpg,1000,541,military aircraft,131,134,985,402
104578368-GettyImages-486248033.jpg,3500,2312,military aircraft,134,1018,3472,2200
1046967441.jpg,1000,541,military truck,23,20,872,435
10498583_10154397777405615_1640070484116117544_o.jpg,2048,1327,military truck,744,221,1657,956
1051224457.jpg,1000,541,military truck,179,19,912,466
105202755_1490693538.jpg,631,376,military truck,11,85,609,339
1052051883.jpg,1000,541,military helicopter,32,12,943,397
1053467.jpg,1920,1105,civilian aircraft,165,145,1773,614
1054465381.jpg,1000,541,military truck,9,13,572,484
106079145-top-view-of-f22-american-military-fighter-plane-on-white-background-3d-rendering.jpg,1300,1300,military aircraft,206,172,1153,1105
10680a6ad8ff48809cc515df42e2761e_c0x0-1600x686.jpg,1600,686,civilian car,50,209,783,625
106952-cars.jpg,850,478,civilian car,8,3,383,466
1077408135.jpg,1000,541,military truck,37,207,700,443
108604eb3a0246b68039b0d10096a554_c0x0-1600x686.jpg,1600,686,civilian car,356,119,937,415
10889.jpg,400,400,military helicopter,114,44,316,382
10985257071575964677916964634.jpg,750,360,military aircraft,48,17,694,231
10l-image-VT4.jpg,600,400,military tank,9,186,389,363
11-9.jpg,1500,968,military truck,56,321,899,730
11.jpg,852,480,military tank,222,294,849,467
1100639-cover.jpg,466,580,civilian car,62,214,416,352
110071072_mediaitem110071069.jpg,960,540,military aircraft,31,54,937,452
1103576.jpg,800,630,civilian car,35,148,765,483
111217__79003.1415685624.jpg,2000,1020,military helicopter,234,109,1909,929
1120233-cover.jpg,466,580,civilian car,36,190,416,376
112119-main-image.jpg,1120,630,civilian car,452,100,1099,494
112711-cbtdwziecu-1549851108.jpg,1200,630,military helicopter,228,218,909,471
113131466-commercial-jet-plane-3d-render-view-from-the-top.jpg,1300,1300,civilian aircraft,35,49,1272,1213
113247d1237381337-4x4s-indian-army-tata-1210-sd-4x4.jpg,513,343,military truck,4,30,459,316
113248d1237381337-4x4s-indian-army-tata-lpta-1615-tc-4x4.jpg,500,345,military truck,44,31,476,305
113360d1237393313-4x4s-indian-army-beml_tatra_truck_defexpo_2004_india_01.jpg,800,600,military truck,146,123,658,512
113388238-desert-gray-old-military-tank-top-down-view.jpg,1300,970,military tank,31,265,1276,729
113895d1237533437-4x4s-indian-army-stallion.jpg,670,422,military truck,102,77,548,332
114296050-car-from-above-top-view-cute-cartoon-car-with-shadows-modern-urban-civilian-vehicle-one-of-the-colle.jpg,1300,1300,civilian car,401,38,900,1281
114296062-car-from-above-top-view-cute-cartoon-car-with-shadows-modern-urban-civilian-vehicle-english-style-si.jpg,1300,1300,civilian car,411,105,898,1185
114296202-transport-set-from-above-top-view-cute-cartoon-cars-with-shadows-modern-urban-civilian-vehicles-coll.jpg,1300,1114,civilian car,123,577,345,1067
11457.jpg,735,485,military tank,55,49,666,371
117.jpg,630,420,civilian car,37,87,574,383
118757798-military-helicopter-top-view-isolated-on-white-3d-rendering.jpg,1133,1300,military helicopter,141,125,1049,1245
119369.jpg,3648,2736,military tank,262,111,3475,2576
119526_1.jpg,630,630,civilian car,220,188,405,269
12.jpg,852,480,military truck,109,45,522,425
1200px-20060714_defile_blindes_p1040887.jpg,1200,900,military tank,88,248,1176,744
1200px-2013_Moscow_Victory_Day_Parade_282829.jpg,1200,775,military tank,88,168,1188,633
1200px-2015_MCAS_Beaufort_Air_Show_041215-M-CG676-161(1).jpg,1200,800,military truck,90,47,1122,765
1200px-A-10_-_32156159151(1).jpg,1200,815,military aircraft,51,150,1170,656
1200px-AH-64D_Apache_Longbow.jpg,1200,884,military helicopter,215,161,1178,534
1200px-AJAX2C_the_Future_Armoured_Fighting_Vehicle_for_the_British_Army_MOD_45159441.jpg,1200,798,military tank,123,51,1037,738
1200px-ALCOB_Ashok_Leyland_Corporate_Building_in_Guindy2C_Chennai.jpg,1200,960,civilian car,560,753,776,941
1200px-A_Royal_Air_Force_Puma_helicopter_over_the_English_countryside.jpg,1200,742,military helicopter,180,146,1125,626
1200px-An_air-to-air_left_front_view_of_an_F-111_aircraft_during_a_refueling_mission_over_the_North_Sea_DF-ST-89-03609_28altered29.jpg,1200,811,military aircraft,50,46,1105,687
1200px-B-1B_air_refueling.jpg,1200,946,military aircraft,117,90,1047,835
1200px-B-727_Iberia_28cropped29.jpg,1200,800,civilian aircraft,51,199,1184,557
1200px-B-747_Iberia.jpg,1200,800,civilian aircraft,11,202,1177,543
1200px-BWP-1_Baltops_2016_0283.jpg,1200,769,military tank,83,287,1157,628
1200px-Buffalo_HJPEG.jpg,1200,960,military truck,59,256,1124,765
1200px-C-17_test_sortie(1).jpg,1200,857,military aircraft,61,198,1111,663
1200px-C17_Globmaster_refueling_from_KC135_Stratotanker.jpg,1200,795,military aircraft,249,317,943,725
1200px-C47_Skytrain_-_Duxford_D-Day_Show_2014_28cropped29.jpg,1200,684,military aircraft,16,127,1170,495
1200px-CH-46_Sea_Knight_Helicopter.jpg,1200,800,military helicopter,12,48,1177,724
1200px-Canberra_T_4_MOD_45144929_28cropped29.jpg,1200,778,military aircraft,25,167,1166,664
1200px-Decisive_Action_Rotation_13-04_130218-A-ML570-001(1).jpg,1200,800,military tank,29,71,1038,724
1200px-Douglas_A-4E_Skyhawk_of_VA-164_in_flight_over_Vietnam_on_21_November_1967_28643010129.jpg,1200,959,military aircraft,101,275,1128,703
1200px-Duxford_Air_Festival_2017_-_mig1_283484201605129.jpg,1200,793,military aircraft,61,134,1144,687
1200px-F-35A_flight.jpg,1200,798,military aircraft,753,314,1146,607
1200px-FV101_Scorpion_Megapixie.jpg,1200,851,military tank,42,31,1161,776
1200px-LAFD_Bell_412_28cropped29.jpg,1200,825,military helicopter,76,121,1053,718
1200px-Leopard1_Bundeswehr_1983-780x476.jpg,780,476,military tank,178,207,661,465
1200px-Leopard_2_A5_der_Bundeswehr.jpg,1200,803,military tank,58,366,1125,604
1200px-M24_Chaffee_33314_4CV_pic07JPG.jpg,1200,900,military tank,59,112,1143,765
1200px-M60_Patton_Tank_Fort_Lewis_Military_Museum(1).jpg,1200,675,military tank,88,135,1174,536
1200px-MAKS_Airshow_2013_28Ramenskoye_Airport2C_Russia29_28521-0529.jpg,1200,779,military truck,63,179,1185,741
1200px-Mercedes-Benz-Museum_2015-01_by-RaBoe_187.jpg,1200,797,military truck,244,68,1017,720
1200px-Mounted_Soldier_System_28MSS29.jpg,1200,670,military tank,40,196,1041,603
1200px-N535US_281227479809329.jpg,1200,825,civilian aircraft,38,318,1086,554
1200px-Northwest_N756NW_DC9JPG.jpg,1200,803,civilian aircraft,25,232,1176,559
1200px-OH-58D_Kiowa_Treetop.jpg,1200,787,military helicopter,18,161,956,546
1200px-OT-64_SKOT.jpg,1200,900,military tank,149,247,986,760
1200px-RAF_Eurofighter_EF-2000_Typhoon_F2_Lofting-1.jpg,1200,796,military aircraft,66,221,1171,642
1200px-Ram_II_tank_Base_Borden_front.jpg,1200,900,military tank,316,137,1022,736
1200px-Russian_Air_Force_Mi-26_Beltyukov.jpg,1200,799,military aircraft,33,268,1149,554
1200px-SPYDER.jpg,1200,951,military truck,80,90,1145,892
1200px-Saab_340_G-LGNC_IMG_3425_281171207289329.jpg,1200,846,civilian aircraft,15,274,1176,587
1200px-Sikorsky_S_70A_Firehawk_28cropped29.jpg,1200,720,military helicopter,28,141,1113,553
1200px-Stridsvagn_103_Revinge_2013-1.jpg,1200,812,military tank,82,227,1136,635
1200px-T-55_4.jpg,1200,695,military tank,158,93,1124,593
1200px-T-80_tank2C_Engineering_Technologies_2010(1).jpg,1200,800,military tank,69,184,1154,727
1200px-TankAltayT1_28129.jpg,1200,900,military tank,50,11,1144,453
1200px-Toyota_FCV_reveal_25_June_2014_-_by_Bertel_Schmitt_02.jpg,1200,800,civilian car,164,418,1015,703
1200px-Type_69-II_Iraq.jpg,1200,812,military tank,35,268,1132,731
1200px-UH-60_2nd_Squadron2C_2nd_Cavalry_Regiment_28cropped29.jpg,1199,836,military helicopter,4,197,1046,699
1200px-US_Navy_051105-F-5480T-005_An_F-14D_Tomcat_conducts_a_mission_over_the_Persian_Gulf-region.jpg,1200,867,military aircraft,60,109,1140,773
1200px-VW_Polo_airbagged.jpg,1200,604,civilian car,143,226,1054,551
1200px-Waymo_Chrysler_Pacifica_in_Los_Altos2C_2017.jpg,1200,649,civilian car,157,93,971,563
1200px-Yuma_Proving_Ground2C_Arizona_284218834250429(1).jpg,1200,940,military tank,54,145,1127,829
12022557_1631786917110661_1189723371028766091_o.jpg,1498,700,military helicopter,570,165,1418,411
120249379-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1143,military tank,128,161,1217,598
120249435-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,962,military tank,51,67,1245,430
120249460-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1154,military tank,85,579,1200,1082
120249525-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,866,military tank,69,433,1217,809
120312_6606.jpg,740,492,military tank,329,205,717,442
120696131-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1251,military tank,123,637,1173,1193
120696132-military-tank-side-and-top-view-isolated-on-white-3d-rendering.jpg,1300,1235,military tank,108,630,1181,1165
1219-PorscheSpecials-Used-Macan-Desktop.jpg,1800,760,civilian car,973,180,1753,609
122381400-fighter-jet-plane-in-flight-military-aircraft-army-airplane-isolated-on-white-background-top-view-3d.jpg,1300,731,military aircraft,273,151,1072,633
122381407-fighter-jet-plane-in-flight-military-aircraft-army-airplane-isolated-on-white-background-rear-top-vi.jpg,1300,731,military aircraft,166,90,1131,579
124307-pvcefgksqx-1563870185.jpg,1200,630,military aircraft,46,146,1022,486
1243335.jpg,1020,650,military helicopter,50,30,999,566
1243355.jpg,1012,645,military helicopter,34,290,907,499
1280px-usmc-100330-m-6001s-290.jpg,780,488,military tank,15,164,536,323
1280x720_51124p00-nipxb.jpg,1280,720,military helicopter,116,133,1196,609
12lead3.jpg,300,300,military truck,15,97,291,240
12x12-Pic-3.jpg,700,420,military truck,31,36,644,394
1300x551_Top-View-Camera.jpg,1300,551,civilian car,493,177,754,279
1305552-bigthumbnail.jpg,450,311,military aircraft,206,174,444,295
1309lori1cover.jpg,595,300,military truck,52,1,557,288
1345454046_6c97d12f99_b.jpg,750,1000,military tank,148,46,586,954
13541743-illustration-of-a-military-tank.jpg,1300,641,military tank,119,57,1263,572
13625510-high-detailed-vector-illustration-of-a-modern-military-airplane-top-view-with-six-camouflage-pattern.jpg,1300,1187,military aircraft,28,395,576,746
136903309_15162328297931n.jpg,900,599,military aircraft,10,169,630,407
136926792_15169696659001n.jpg,900,630,military truck,47,237,434,554
136926792_15169696817431n.jpg,900,552,military truck,68,189,332,482
1373df35948c7e058aced5480c989885.jpg,900,400,military truck,276,95,709,391
137622706_15428753995181n.jpg,899,567,civilian aircraft,28,108,870,394
13825c10869331.57816087a9b2a.jpg,1778,1000,military truck,160,111,1629,888
138626352_15761560401421n.jpg,900,592,military helicopter,152,70,843,473
1391360424loadout_abramsm1a1.jpg,550,433,military tank,36,213,533,406
13CHARACTER1-articleLarge.jpg,600,400,military tank,17,6,591,386
14.jpg,1000,1000,military truck,28,253,983,766
1405.jpg,3608,2706,civilian car,136,600,3419,2077
141-1417188_race-car-clipart-birds-eye-view-top-view.jpg,920,980,civilian car,271,28,651,849
141-1417286_red-ferrari-top-view-car-car-png-from.jpg,920,588,civilian car,80,32,846,480
141-1417393_car-top-view-png.jpg,920,473,civilian car,59,42,853,410
142-1427214_jet-fighter-png-pic-military-plane-top-view(1).jpg,920,801,military aircraft,239,44,691,793
1438958d1447389572-mitsubishi-wants-enter-commercial-aircraft-sector-completes-maiden-test-flight-wallpaper04_l.jpg,1920,1080,civilian aircraft,202,396,1820,845
1438961d1447389572-mitsubishi-wants-enter-commercial-aircraft-sector-completes-maiden-test-flight-9.jpg,1024,595,civilian aircraft,88,49,1017,377
144150529-97538053-1551921451.jpg,320,320,military tank,7,62,290,261
1444315991-oxhuntingranch.jpg,1024,768,military tank,139,85,853,536
1447586956m_SPLASH.jpg,499,249,military helicopter,72,7,410,190
1449650017680.jpg,1133,532,military tank,19,14,1111,506
1450501964_nBLkGF_russia-missile-shutterstock-870.jpg,680,450,military truck,303,189,662,358
1455307813.3b7213aaa0f562ce540d75f3721bc5d1.jpg,431,210,military helicopter,3,1,374,193
1463pcs-Compatible-font-b-Legoinglys-b-font-Military-font-b-Tank-b-font-Building-Blocks-M1a2.jpg,800,800,military tank,303,355,794,765
1474386596.kitain_20160920_173011.jpg,1280,720,military tank,69,234,1265,643
14757444974_582855478e_b.jpg,1024,526,military tank,52,107,727,432
1479527997_boeing-747s-retirement-mode.jpg,685,450,civilian aircraft,28,132,669,328
148387-gadgets-feature-the-best-tanks-and-armoured-fighting-vehicles-of-all-time-image10-7swehcfqho.jpg,320,213,military tank,11,109,148,188
148387-gadgets-feature-the-best-tanks-and-armoured-fighting-vehicles-of-all-time-image12-sd3ryzmvei.jpg,320,213,military tank,30,36,303,183
148387-gadgets-feature-the-best-tanks-and-armoured-fighting-vehicles-of-all-time-image18-alqpcje7lw.jpg,320,213,military tank,11,99,282,198
148387-gadgets-feature-the-best-tanks-and-armoured-fighting-vehicles-of-all-time-image8-gcjwf3f1au.jpg,320,213,military tank,49,84,243,197
148741-gadgets-feature-best-helicopters-and-attack-choppers-of-all-time-image1-wngcpohe7t.jpg,320,213,military helicopter,24,47,280,167
14932711941_5b9bd5767e_b.jpg,1024,729,military aircraft,237,84,935,550
1495315715008.jpg,868,455,civilian aircraft,416,110,814,281
14_09_2015-14-09-up--7.jpg,380,268,military truck,24,62,377,261
15.jpg,1600,1200,military truck,26,65,1444,1063
1501156-336591692.jpg,670,273,military truck,104,118,451,266
1503946032-gettyimages-517766500.jpg,4238,3139,military aircraft,185,1053,4080,2376
1507572405034-UJIiLPO.jpg,1000,662,military tank,2,170,817,543
1517413892-2922.jpg,620,464,military helicopter,44,91,567,307
152-1526944_t-14-armata-tank-perspective-view-png-clipart.jpg,1967,941,military tank,415,40,1934,870
1523527111Ashok20Leyland.jpg,450,317,military truck,3,5,283,287
1530384251-6388.jpg,620,464,military aircraft,59,86,590,383
1531371005-banner_6-110718.jpg,1920,532,military truck,375,9,1557,525
1534319_1.jpg,630,630,civilian car,37,182,578,469
1537516828-6365.jpg,620,464,military truck,2,24,609,390
15457545295c2257a18af1d.jpg,1242,710,military helicopter,54,34,1230,560
1557559185-921.jpg,620,464,military helicopter,156,83,537,399
1560141504-4692.jpg,620,464,military truck,334,252,615,436
1560335097235.jpg,708,400,military helicopter,92,34,540,235
1573597523.jpg,576,378,civilian car,45,194,194,294
157705-kazakhstan.jpg,1000,600,military helicopter,281,44,943,472
1578086878_6107673115001_6107662231001-vs.jpg,1152,648,civilian car,50,125,745,554
159-1593487_drawing-airplane-passenger-plane-challenger-350-top-view.jpg,920,955,civilian aircraft,49,36,860,870
1593971-top-view-of-commercial-airplane.jpg,300,300,civilian aircraft,46,12,280,284
1593998-commercial-airplane-top-view-design.jpg,300,300,civilian aircraft,21,9,252,279
15t-video-posterJPG.jpg,1103,622,military helicopter,32,59,914,439
160301194340-plane-spotting-2.jpg,2000,1333,civilian aircraft,155,292,1473,584
160727135112-iconic-aircraft-a300-paris-airshow--88555561-super-169.jpg,1100,619,civilian aircraft,2,226,1092,579
161356-indian-army-tank.jpg,700,400,military tank,42,79,686,366
16291440761565458664F_15E_US_Air_Force_Fighter_Jet_Plane_Bomber_Aircraft_Aviation_HD_Wallpaper_DownloadAllWallpapers.com.jpg,640,360,military aircraft,139,71,521,332
16487790_10154963179444919_8219170293458517672_o-1024x682.jpg,1024,682,civilian aircraft,15,104,1003,644
16582468309620761590.jpg,900,511,military truck,77,47,437,481
169007_one.jpg,756,636,military tank,37,75,729,341
169384-10238142.jpg,800,533,civilian aircraft,18,169,748,429
16army.jpg,400,270,military truck,13,68,272,263
170628-F-CV286-213JPG.jpg,780,520,military helicopter,228,92,583,224
170907102349-israel-f-16-jet-file-large-169.jpg,460,259,military aircraft,16,7,424,215
170923_gma_reshef1_16x9_992.jpg,992,558,military helicopter,236,79,852,410
1716752-indian-armed-forces-army-navy-airforce-vehicle-thread-capture.jpg,741,408,military truck,137,60,665,353
1737451_1(1).jpg,630,630,military truck,257,210,396,299
173753-13638853.jpg,1232,1232,civilian aircraft,160,365,1080,866
17424257_303.jpg,700,394,military aircraft,45,101,651,269
175-1752916_clipart-plane-military-plane-jas-39-gripen-png.jpg,900,279,military aircraft,44,43,857,256
176e008e1dad1f10448fa4aa177984eb.jpg,1024,776,military helicopter,3,27,1013,733
177567940.jpg,450,470,civilian car,249,311,308,435
1798848d1536963912-mercedes-unimogs-india-img_20170617_201707870_hdr.jpg,4160,2340,military truck,167,531,2550,1923
17c3e965dc15750e0267c140d9ff1597.jpg,450,300,military truck,21,38,286,287
17e116377e7833b4cb3ca441bf31d8b5.jpg,2593,5473,military tank,439,569,2189,4259
18-1503066102-ah-64e-4.jpg,600,450,military helicopter,9,61,571,304
18-fighter-jet-military-plane-airplane-usa-hd-widescreen.jpg,1700,1213,military aircraft,187,256,1592,841
180306104750-airplane-antonov-an-26-file-restricted-large-169.jpg,460,259,military aircraft,25,70,413,169
180705-embraer-630x378.jpg,630,378,civilian aircraft,14,132,491,264
18086241.jpg,4448,2760,military helicopter,458,709,4110,1798
180917195319-russian-il-20-plane-large-169.jpg,460,259,military aircraft,51,56,440,169
181005113518-s-400-triumf-surface-to-air-missile-exlarge-169.jpg,780,438,military truck,10,86,756,430
181011-f-35-fighter-jet-ac-644p_c375e6eda565f76c655283864759d229.fit-760w.jpg,760,506,military aircraft,65,85,693,370
18214576_303.jpg,700,394,military truck,35,77,452,363
1828245.jpg,1024,600,civilian car,70,66,982,518
1828416.jpg,600,297,civilian car,11,9,586,281
18352d1212330981-nissan-4w73-aka-1-ton-24042008027.jpg,1600,1200,military truck,237,167,1555,1050
18533NX_HERO__20453.1573239585.jpg,288,300,military tank,83,179,231,269
18582510483_321f2b1f7a_b.jpg,1024,768,military helicopter,209,253,613,551
18669083_303.jpg,700,394,military aircraft,345,97,453,160
18891900-10155147445475944-2966483851403758582-o-1518561682.jpg,1600,1061,military aircraft,103,113,1418,517
18909236_303.jpg,700,394,military aircraft,80,98,640,250
190605232252-an-32-aircraft-file-large-169.jpg,460,259,military aircraft,38,52,316,175
190703-tank-lincoln-memorial-army-ac-420p_e380b53db8372d00a3e581d041f7cbf6.fit-760w.jpg,760,514,military tank,106,111,511,317
190922-Z-TJ719-301JPG.jpg,400,265,military helicopter,33,6,327,151
190922-f-ey492-118-2_crop.jpg,1250,420,military aircraft,47,8,1226,300
191020-fort-stewart-bradley-fighting-vehicle-cs-1233p_31f3f147195974dd5dc2d0262c8e7688.jpg,2500,1414,military tank,1135,581,2172,1272
191126104306-01-mali-france-eurocopter-tiger-file-large-169.jpg,460,259,military helicopter,4,40,394,166
1911_PrestigeAuction_LandingPageHeader_1900x655px_NoOverlayjpgaspx.jpg,1200,414,civilian car,357,39,878,351
191205-TH-CH-tanks-1000.jpg,1000,667,military tank,113,270,952,625
191211-M-GL635-006.jpg,1164,420,military truck,86,28,615,358
191212111813667a3593963i.jpg,800,532,military helicopter,75,103,708,416
1930s-40s-6-x-4-Repro-German-RP-Panzer.jpg,400,271,military tank,153,106,373,248
19447NX_HERO__76984.1567178382.jpg,300,300,military aircraft,41,92,266,231
1948.jpg,620,372,military aircraft,80,119,553,225
1952_Dodge_M37_4x4_Army_Military_Truck_El-Paso_2012-06-072012.49.10.jpg,960,576,military truck,102,21,898,495
19878346-3d-of-various-isolated-cars-top-view-position.jpg,1300,909,civilian car,846,284,1255,457
1996.jpg,580,327,civilian aircraft,94,42,574,272
19_04_2019_013_004.jpg,2516,2042,military truck,872,91,1542,822
19_07_2019-t129-atak_19414958_23355920.jpg,650,540,military helicopter,60,72,572,479
19isis2.jpg,300,300,military truck,10,57,292,289
19modi-tank3.jpg,670,488,military tank,33,95,651,483
19modi-tank4.jpg,670,447,military tank,21,131,647,415
19modi-tank7.jpg,670,469,military tank,25,127,654,454
1M1A5533.jpg,1000,667,military truck,203,105,768,549
1X0A9550-1024x474.jpg,1024,474,military helicopter,201,136,929,391
1_16a0842c3b7.2003837_3834054413_16a0842c3b7_large.jpg,750,563,civilian aircraft,20,13,716,227
1_dd6316f1-e9c3-4658-a623-5318e60c76a4_300x300.jpg,300,300,military tank,19,58,291,218
1_ms_1.jpg,746,477,military tank,460,147,724,463
1abb95c8dca7dc5900b30134c3f0e1c2.jpg,800,468,military tank,96,102,779,380
1ae8305b1440474b8cf4b16cadc82d52_c0x0-1600x686.jpg,1600,686,civilian car,482,208,1268,556
1c0ae2205709722b62e843abc0471a55_XL.jpg,820,300,civilian aircraft,276,54,607,250
1c9731fb1a5b4f53ba13c5b5f14d5b81_c0x0-720x720.jpg,720,720,civilian car,98,355,574,600
1convoy.jpg,1300,957,military truck,533,213,1271,708
1d52bb2b7f50c088e299598865f719e7.jpg,1266,1262,civilian aircraft,154,280,1217,1028
1d98a84b05bcc76dc3b12b7bc183d31e.jpg,1400,946,military aircraft,648,289,1343,776
1dd71a68-1b4a-11ea-8971-922fdc94075f_image_hires_175541JPG.jpg,768,768,military tank,59,372,759,718
1ffe94522f74d9e1d5c108ba1bb89c7b.jpg,666,442,military aircraft,63,6,589,411
1l-Image-Abrams-M1A2-SEPV3-.jpg,800,600,military tank,29,116,787,519
1l-Image.jpg,800,600,military tank,15,116,662,485
1l-Leopard-2-A7.jpg,600,400,military tank,78,74,548,312
1l-image-102.jpg,600,400,military tank,18,65,567,372
1l-image-2S35-Koalitsiya-SV.jpg,600,400,military tank,16,13,559,384
1l-image-Magni-Multi-Rotor-Micro-Drone-800x600.jpg,800,600,military helicopter,99,138,676,532
1l-image-Mi-24P-1M.jpg,800,600,military helicopter,2,4,793,444
